,0
SumSqSv_2,0.0
WntrSq_0,0.0
WntrSq_1,0.0
WntrSq_2,0.0
WntrSq_3,0.0
WntrSqSv_1,0.0
WntrSqSv_2,0.12645228949330065
Greens_0,0.0
Greens_1,0.0
Greens_3,0.0
GreensSv_1,-0.016259609007478668
GreensSv_2,0.11058182297880488
Onion_0,0.0
Onion_3,0.0
OnionSv_1,0.003671277142291429
OnionSv_2,0.0
Garlic_0,0.0
GarlicSv_1,0.0
GarlicSv_2,-0.036491309345645984
Avcdo_0,0.0
Avcdo_99,-0.22123300217163633
AvcdoSv_2,0.0
PotFry_1,0.0
PotFry_3,0.0
PotFrySv_1,-0.015607541892827153
PotFrySv_2,0.0
PotBol_3,0.11899662892563041
PotBol_4,0.0
PotBol_5,-0.08475435857635534
PotBol_6,-0.11392808065643664
PotBolSv_1,0.0
PotBolSv_2,-0.13589528186901473
Beans_0,0.0
Beans_1,-0.01014094002463712
Beans_2,0.0
Beans_3,0.0
BeansSv_1,0.0
BeansSv_2,0.0
Corn_2,0.0
Corn_3,0.00882630830989507
Corn_4,0.0
CornSv_1,0.0
CornSv_2,0.0
MayoSl_1,0.0
MayoSl_2,0.0
MayoSl_3,0.0
MayoSlSv_1,0.0
MayoSlSv_2,0.0
Grains_3,0.0
Grains_4,0.0
GrainsSv_1,0.0
GrainsSv_2,0.0
AddFat_3,-0.013736705304534167
AddFat_6,0.0
AddFatSv_1,0.0
AddFatSv_2,0.0
Apple_3,0.11030991439257104
Apple_5,0.0
AppleSv_1,0.0
AppleSv_2,0.0
Banana_6,0.0
BananaSv_1,0.0
BananaSv_2,0.15396017506870288
Peach_1,0.0
PeachSv_1,0.0
PeachSv_2,0.0
Aprct_0,0.006334951137183892
Aprct_1,0.0
AprctSv_1,-0.19438988273013955
AprctSv_2,0.0
DryFrt_0,0.0
DryFrt_1,0.0
DryFrtSv_1,0.0
DryFrtSv_2,-0.08550738044549884
Orang_1,0.09480268487309981
Orang_3,0.0
OrangSv_1,0.0
OrangSv_2,0.0
Berry_3,0.0
BerrySv_1,0.0
BerrySv_2,0.0
Melon_3,0.0
MelonSv_1,0.0
MelonSv_2,0.0
FrtOth_3,0.0
FrtOth_5,-0.006399495861878557
FrtOthSv_1,-0.01809611203059089
FrtOthSv_2,0.006596903154618763
IceCrm_1,0.05900266855523601
IceCrm_3,0.0
IceCrmSv_1,0.0
IceCrmSv_2,0.0
IceCrmSv_3,0.0
LFFrzn_0,-0.11714847334394302
LFFrzn_1,0.0
LFFrznSv_2,0.0
Pudng_0,0.1322552057622
Pudng_1,0.0
PudngSv_1,0.0
PudngSv_2,0.0
Donut_1,0.0
Donut_3,0.0
DonutSv_1,0.0
DonutSv_2,0.04232227502777003
CkCak_3,0.06329079294067202
CkCakSv_1,0.0
CkCakSv_2,0.0
Choc_1,-0.13839559556988187
Choc_3,0.0
ChocSv_1,0.0
ChocSv_2,0.0
